fetch date,short codes,number of likes,number of video views,number of comments
03/06/21,B-5X0z4HAKy,285512,,1176
03/06/21,B-5icLMnvLK,191994,973746.0,1825
03/06/21,B-7sWiRn9_z,361218,1734707.0,2987
03/06/21,B--cTDynhLj,264735,,852
03/06/21,B-2kh0tHeeg,874738,,3097
03/06/21,B--Js0WnfXQ,825607,,7305
03/06/21,B-5Nj3NnHnL,517059,3028405.0,2239
03/06/21,B-957HOHxvh,94313,537838.0,1359
03/06/21,B-_pfqln7B0,144863,782838.0,1386
03/06/21,B-0coytHZ0d,452829,,1772
03/06/21,B-z_KU0HqdQ,848467,6071283.0,8354
03/06/21,B-sSXtEHXa1,688514,,1921
03/06/21,B-uSizvA4-w,227457,1178471.0,950
03/06/21,B-2Hjafn9Is,218743,,2480
03/06/21,B-xOf8SnA0K,207816,,1140
03/06/21,B-xc80yHNAE,121779,,940
03/06/21,B-0NjGtHuDl,535684,,4324
03/06/21,B-w-GRTg6hM,515000,2413849.0,5777
03/06/21,B-u0-MlpJ3m,327987,,999
03/06/21,B-r4Ll2nbQP,301339,,2546
03/06/21,B-sff28HgSR,1875132,10539368.0,25813
03/06/21,B-hydOznHX2,614589,,2235
03/06/21,B-kt9ZrnDxn,579647,,2296
03/06/21,B-kd8_DnJx9,206228,,807
03/06/21,B-pRzxvHK2b,834223,,2829
03/06/21,B-iJjGxHxdZ,369906,,1265
03/06/21,B-pry0xn20M,879397,,1712
03/06/21,B-gn7xTnAiE,591762,,4034
03/06/21,B-k61MVnvB7,348211,,2249
03/06/21,B-nVDbBnCNH,412462,,1162
03/06/21,B-nGe0iny8m,316458,,1161
03/06/21,B-m5GucnSiP,243489,1002193.0,1774
03/06/21,B-qBU4Hnq8J,388475,,1827
03/06/21,B-atLpGHLeI,284372,,1232
03/06/21,B-favzyHi-0,396255,,2230
03/06/21,B-fw1cKn8bS,290174,,2020
03/06/21,B-YE_Zdn6Qj,182786,,1389
03/06/21,B-XxkcKnvqD,115064,654313.0,984
03/06/21,B-dDzlSHZje,287944,,1381
03/06/21,B-c19xPnQfA,264657,,1009
03/06/21,B-aKVyrHOMo,114955,590005.0,1072
03/06/21,B-cctG2HLRK,338435,,938
03/06/21,B-ZuTCsH9Sb,349455,1673348.0,3007
03/06/21,B-Xa955HlJp,412248,,1363
03/06/21,B-fEfW1njs7,761123,,3241
03/06/21,B-VLHL2H29v,1574530,,7806
03/06/21,B-SQUmQndQa,385365,,3071
03/06/21,B-V8Hg8ngmf,403252,,1691
03/06/21,B-XLB9wnILu,315444,,4106
03/06/21,B-U-a49H70y,431497,,869
03/06/21,B-VkmqDHcWp,248295,,868
03/06/21,B-P5Ii_HzvW,93365,550537.0,1130
03/06/21,B-NsS_dHmEl,761065,,3647
03/06/21,B-TdxzBnKF0,511442,,1301
03/06/21,B-PntDhnHT-,814119,4957214.0,4868
03/06/21,B-SgFX2nFeA,603674,,2948
03/06/21,B-QkJuJnBHZ,1186573,,4775
03/06/21,B-FkykwnbL1,268855,,1173
03/06/21,B-LD2djHTW7,187047,857080.0,1690
03/06/21,B-F7ovQHs-q,584837,3791954.0,6273
03/06/21,B-NEvHcn6aO,162009,,1324
03/06/21,B-KzEPrnPC3,380686,,1523
03/06/21,B-IgM9Wnti9,198032,1032153.0,3187
03/06/21,B-H81VAHZ19,123079,832198.0,1898
03/06/21,B-NY4csHOPY,751234,,2687
03/06/21,B-FTpXNH9xD,865082,,4711
03/06/21,B-KmMQ9HBsC,661514,,2468
03/06/21,B-DmNz1ndo_,353455,,2251
03/06/21,B-INyHHHJ3x,423431,,140539
03/06/21,B-C6kxxnFqj,633991,,3295
03/06/21,B97olDbHKN5,492560,,1164
03/06/21,B97XzIeHMzu,135703,826581.0,1103
03/06/21,B97Eh0lntZl,150851,657382.0,1237
03/06/21,B99l0-WHy9T,700566,,1507
03/06/21,B9-TxYEHpLF,613255,2575495.0,2804
03/06/21,B-ALoSjnkvM,265112,,855
03/06/21,B-DS9HEnmqi,355062,,1353
03/06/21,B99zzCsnjOW,272028,,983
03/06/21,B-BDRiXH9m9,366187,,2248
03/06/21,B-AsagQH8tW,324205,,1272
03/06/21,B9446JXnJH9,348544,,1906
03/06/21,B9w48bsHPSZ,305137,,412
03/06/21,B9z0fzVHsrz,114707,618319.0,487
03/06/21,B92GYspHQhM,306786,,509
03/06/21,B94qAkIneyI,509879,,1781
03/06/21,B9xHvu8nfBf,202750,,337
03/06/21,B9u7Wr7n8xT,279794,,521
03/06/21,B92Y2SUHzUi,115044,652081.0,582
03/06/21,B90VPR7nleI,325905,,1164
03/06/21,B94fLA2HEJa,409484,,1112
03/06/21,B915v4lHyF5,187575,,627
03/06/21,B9zVzdrnUwK,116708,601074.0,468
03/06/21,B9xYhdQHoWr,157715,941343.0,446
03/06/21,B9pgPzKHslh,391935,,1845
03/06/21,B9mxB_LHJkL,759830,,4044
03/06/21,B9uh06vH11x,386610,,731
03/06/21,B9pENxSn7vl,199354,1060628.0,1643
03/06/21,B9pUV6nHB3R,672514,,3538
03/06/21,B9uudVAn-Nd,452096,,431
03/06/21,B9uScMJn6Nb,274664,,439
03/06/21,B9qxVW_HmkJ,226432,1139395.0,1864
03/06/21,B9uFOU6HF9m,261339,,331
03/06/21,B9rpAIMnULW,183190,854322.0,956
03/06/21,B9mfuaMHD0X,99783,477890.0,1523
03/06/21,B9sPlYrnQM_,242875,,474
03/06/21,B9fKvRhn47P,501335,,3750
03/06/21,B9h0Y_-nSNq,226831,803913.0,1063
03/06/21,B9j0sLGHsI_,84359,461979.0,173
03/06/21,B9hhz3tnI6L,232448,,739
03/06/21,B9kE5Y5nW98,652090,,1639
03/06/21,B9mP-oNHb8K,498581,2543519.0,1221
03/06/21,B9e0IMVg9hq,472794,1801071.0,1037
03/06/21,B9kmJijncJ-,116542,558996.0,372
03/06/21,B9f0ppEn3lY,430476,,2173
03/06/21,B9ccXiSHl8b,355424,,1208
03/06/21,B9hMQXSHz68,344046,,727
03/06/21,B9cGdeQnkeR,214346,,538
